,title,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,vote_average,vote_count,poster_path,return,genre_1,genre_2
227,John Wick: Chapter 3 - Parabellum,en,Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild the High Table John Wick is excommunicado but the world’s most ruthless hit men and women await his every turn.,168.131,Other,2019-05-15,55000000.0,326709727.0,131.0,7.435,8648.0,/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg,5.940176854545455,Action,Thriller
229,The Bad Guys,en,When the Bad Guys a crew of criminal animals are finally caught after years of heists and being the world’s most-wanted villains Mr. Wolf brokers a deal to save them all from prison.,165.563,Other,2022-03-17,80000000.0,250162278.0,100.0,7.7,1391.0,/7qop80YfuO0BwJa1uXk1DXUUEwv.jpg,3.127028475,Animation,Action
231,DC League of Super-Pets,en,When Superman and the rest of the Justice League are kidnapped Krypto the Super-Dog must convince a rag-tag shelter pack - Ace the hound PB the potbellied pig Merton the turtle and Chip the squirrel - to master their own newfound powers and help him rescue the superheroes.,164.912,Other,2022-07-27,90000000.0,203000000.0,105.0,7.432,1116.0,/r7XifzvtezNt31ypvsmb6Oqxw49.jpg,2.2555555555555555,Animation,Action
235,The Northman,en,Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle who kidnaps the boy's mother. Two decades later Amleth is now a Viking who's on a mission to save his mother kill his uncle and avenge his father.,162.712,Other,2022-04-07,70000000.0,69633110.0,137.0,7.116,3161.0,/zhLKlUaF1SEpO58ppHIAyENkwgw.jpg,0.9947587142857143,Action,Adventure
238,Creed II,en,Between personal obligations and training for his next big fight against an opponent with ties to his family's past Adonis Creed is up against the challenge of his life.,161.542,Other,2018-11-21,50000000.0,214215889.0,130.0,6.979,4550.0,/v3QyboWRoA4O9RbcsqH8tJMe8EB.jpg,4.28431778,Drama,Action
239,The Lost City,en,Reclusive author Loretta Sage writes about exotic places in her popular adventure novels that feature a handsome cover model named Alan. While on tour promoting her new book with Alan Loretta gets kidnapped by an eccentric billionaire who hopes she can lead him to the ancient city's lost treasure that featured in her latest story. Alan determined to prove he can be a hero in real life and not just on the pages of her books sets off to rescue her.,161.315,Other,2022-03-24,74000000.0,190844029.0,112.0,6.654,2567.0,/neMZH82Stu91d3iqvLdNQfqPPyl.jpg,2.578973364864865,Action,Adventure
243,Luca,en,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,159.382,Walt Disney Pictures-Pixar,2021-06-17,200000000.0,49750471.0,95.0,7.893,7112.0,/8tABCBpzu3mZbzMB3sRzMEHEvJi.jpg,0.248752355,Animation,Comedy
246,Toy Story,en,Led by Woody Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner the duo eventually learns to put aside their differences.,157.946,Other,1995-10-30,30000000.0,373554033.0,81.0,7.966,16398.0,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,12.4518011,Animation,Adventure
248,Moonfall,en,A mysterious force knocks the moon from its orbit around Earth and sends it hurtling on a collision course with life as we know it.,156.966,Other,2022-02-03,146000000.0,67295363.0,130.0,6.4,2255.0,/odVv1sqVs0KxBXiA8bhIBlPgalx.jpg,0.46092714383561645,Science Fiction,
250,Avengers: Endgame,en,After the devastating events of Avengers: Infinity War the universe is in ruins due to the efforts of the Mad Titan Thanos. With the help of remaining allies the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all no matter what consequences may be in store.,156.616,Marvel Studios,2019-04-24,356000000.0,2799439100.0,181.0,8.269,22702.0,/or06FN3Dka5tukK1e9sl16pB3iy.jpg,7.86359297752809,Adventure,Science Fiction
251,Coco,en,Despite his family’s baffling generations-old ban on music Miguel dreams of becoming an accomplished musician like his idol Ernesto de la Cruz. Desperate to prove his talent Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way he meets charming trickster Hector and together they set off on an extraordinary journey to unlock the real story behind Miguel's family history.,156.561,Walt Disney Pictures-Pixar,2017-10-27,175000000.0,800526015.0,105.0,8.226,16900.0,/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,4.574434371428572,Family,Animation
254,F9,en,Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.,153.43,Other,2021-05-19,200000000.0,726229501.0,143.0,7.202,6033.0,/bOFaAXmWWXC3Rbv4u4uM9ZSzRXP.jpg,3.631147505,Action,Adventure
255,Raya and the Last Dragon,en,Long ago in the fantasy world of Kumandra humans and dragons lived together in harmony. But when an evil force threatened the land the dragons sacrificed themselves to save humanity. Now 500 years later that same evil has returned and it’s up to a lone warrior Raya to track down the legendary last dragon to restore the fractured land and its divided people.,153.352,Walt Disney Pictures-Walt Disney Animation Studios,2021-03-03,100000000.0,130423032.0,107.0,7.937,5880.0,/lPsD10PP4rgUGiGR4CCXA6iY0QQ.jpg,1.30423032,Animation,Family
256,X,en,In 1979 a group of young filmmakers set out to make an adult film in rural Texas but when their reclusive elderly hosts catch them in the act the cast find themselves fighting for their lives. Hilarity ensues.,152.492,Other,2022-03-17,10000000.0,14779858.0,106.0,6.775,1721.0,/woTQx9Q4b8aO13jR9dsj8C9JESy.jpg,1.4779858,Horror,Mystery
258,Eternals,en,The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows they are forced to reunite against mankind’s most ancient enemy the Deviants.,152.143,Marvel Studios,2021-11-03,200000000.0,402064899.0,156.0,6.992,6867.0,/lFByFSLV5WDJEv3KabbdAF959F2.jpg,2.010324495,Science Fiction,Action
261,Puss in Boots,en,Long before he even met Shrek the notorious fighter lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat The Myth The Legend... The Boots.,151.478,DreamWorks Animation,2011-10-27,130000000.0,554987477.0,90.0,6.5,3146.0,/n4UkIqNYSTr4DPoHCVfLrL8mbre.jpg,4.269134438461538,Action,Animation
263,Shang-Chi and the Legend of the Ten Rings,en,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,150.82,Marvel Studios,2021-09-01,150000000.0,432243292.0,132.0,7.632,7774.0,/1BIoJGKbXjdFDAqUEiA2VHqkK1Z.jpg,2.881621946666667,Action,Adventure
266,The Battle at Lake Changjin: Water Gate Bridge,zh,"In the follow-up to ""The Battle At Lake Changjin"" brothers Wu Qianli and Wu Wanli undertake a new task for the People's Volunteer Army defending a bridge part of the American troops' escape route from the advancing Chinese.",149.286,Other,2022-02-01,200000000.0,626203271.0,149.0,7.0,37.0,/4W58wirZhbzcw2lNzRS2ErKnOGS.jpg,3.131016355,War,History
268,Zack Snyder's Justice League,en,Determined to ensure Superman's ultimate sacrifice was not in vain Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.,147.349,Other,2021-03-18,70000000.0,657900000.0,242.0,8.221,8616.0,/tnAuB8q5vv7Ax9UAEje5Xi4BXik.jpg,9.398571428571428,Action,Adventure
270,The Conjuring: The Devil Made Me Do It,en,Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.,146.814,Other,2021-05-25,39000000.0,206431050.0,111.0,7.5,4946.0,/xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg,5.293103846153846,Horror,Mystery
273,3-D Sex and Zen: Extreme Ecstasy,cn,Loosely based on a 17th century erotic Chinese story named The Carnal Prayer Mat the story follows a young scholar named Yangsheng who gets married to the beautiful daughter of a local merchant. When their sex life proves unsatisfactory Yangsheng leaves home and journeys to the Pavilion of Ultimate Bliss.,145.371,Other,2011-04-14,3500000.0,10308238.0,105.0,4.7,73.0,/mmvFokJgpFmNt522Hfpq3Zfs2Ra.jpg,2.945210857142857,Drama,Adventure
275,The Invitation,en,After the death of her mother Evie is approached by an unknown cousin who invites her to a lavish wedding in the English countryside. Soon she realizes a gothic conspiracy is afoot and must fight for survival as she uncovers twisted secrets in her family’s history.,144.682,Other,2022-08-24,10000000.0,33628000.0,105.0,6.4,460.0,/jcTq6gIskCsHlKDvCKKouEfiU66.jpg,3.3628,Horror,Thriller
278,Morbius,en,Dangerously ill with a rare blood disorder and determined to save others suffering his same fate Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.,142.156,Other,2022-03-30,75000000.0,167460961.0,105.0,6.219,3229.0,/6JjfSchsU6daXk2AKX8EEBjO3Fm.jpg,2.232812813333333,Action,Science Fiction
280,"Monsters, Inc.",en,James Sullivan and Mike Wazowski are monsters they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.,141.062,Other,2001-11-01,115000000.0,579707738.0,92.0,7.826,16465.0,/sgheSKxZkttIe8ONsf2sWXPgip3.jpg,5.040936852173913,Animation,Comedy
282,Howl's Moving Castle,ja,When Sophie a shy young woman is cursed with an old body by a spiteful witch her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged walking castle.,140.734,Other,2004-09-09,24000000.0,236049757.0,119.0,8.4,8042.0,/yeJ5Nj1k2NA0bBZjkZ10PvQKjTD.jpg,9.835406541666666,Fantasy,Animation
283,RRR,te,A fictional history of two legendary revolutionaries' journey away from home before they began fighting for their country in the 1920s.,140.73,Other,2022-03-24,69000000.0,160000000.0,187.0,7.757,752.0,/wE0I6efAW4cDDmZQWtwZMOW44EJ.jpg,2.318840579710145,Action,Adventure
285,Resident Evil: Welcome to Raccoon City,en,Once the booming home of pharmaceutical giant Umbrella Corporation Raccoon City is now a dying Midwestern town. The company’s exodus left the city a wasteland…with great evil brewing below the surface. When that evil is unleashed the townspeople are forever…changed…and a small group of survivors must work together to uncover the truth behind Umbrella and make it through the night.,140.296,Other,2021-11-24,40000000.0,38600612.0,107.0,6.092,1991.0,/7uRbWOXxpWDMtnsd2PF3clu65jc.jpg,0.9650153,Horror,Science Fiction
286,The Boss Baby: Family Business,en,The Templeton brothers — Tim and his Boss Baby little bro Ted — have become adults and drifted away from each other. But a new boss baby with a cutting-edge approach and a can-do attitude is about to bring them together again … and inspire a new family business.,139.523,Other,2021-07-01,82000000.0,146745280.0,107.0,7.477,2164.0,/kv2Qk9MKFFQo4WQPaYta599HkJP.jpg,1.7895765853658536,Animation,Comedy
289,Dog,en,An army ranger and his dog embark on a road trip along the Pacific Coast Highway to attend a friend's funeral.,138.726,Other,2022-02-17,20000000.0,77263354.0,102.0,7.4,1102.0,/zHQy4h36WwuCetKS7C3wcT1hkgA.jpg,3.8631677,Drama,Comedy
292,The Matrix Resurrections,en,Plagued by strange memories Neo's life takes an unexpected turn when he finds himself back inside the Matrix.,137.997,Other,2021-12-16,190000000.0,156497322.0,147.0,6.549,4550.0,/8c4a8kE7PizaGQQnditMmI1xbRp.jpg,0.8236701157894737,Science Fiction,Action
293,A Haunted House,en,"Malcolm and Kisha move into their dream home but soon learn a demon also resides there. When Kisha becomes possessed Malcolm - determined to keep his sex life on track - turns to a priest a psychic and a team of ghost-busters for help in this spoof of all the ""found-footage/documentary style"" films released in recent years.",137.953,Other,2013-01-11,2500000.0,60141683.0,86.0,5.783,1519.0,/skQt53YE2iyOftXj5afJkHmYxLW.jpg,24.0566732,Comedy,Horror
294,The Lord of the Rings: The Fellowship of the Ring,en,Young hobbit Frodo Baggins after inheriting a mysterious ring from his uncle Bilbo must leave his home in order to keep it from falling into the hands of its evil creator. Along the way a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom the only place where it can be destroyed.,137.574,Other,2001-12-18,93000000.0,871368364.0,179.0,8.394,22308.0,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,9.369552301075268,Adventure,Fantasy
300,Cruella,en,In 1970s London amidst the punk rock revolution a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief and together they are able to build a life for themselves on the London streets. One day Estella’s flair for fashion catches the eye of the Baroness von Hellman a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous fashionable and revenge-bent Cruella.,135.717,Other,2021-05-26,200000000.0,233503234.0,134.0,8.086,7972.0,/wToO8opxkGwKgSfJ1JK8tGvkG6U.jpg,1.16751617,Comedy,Crime
